State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,BANGALORE RURAL,2000,Whole Year ,Coconut ,15076,71999
Karnataka,BANGALORE RURAL,2001,Whole Year ,Coconut ,21948,78614
Karnataka,BANGALORE RURAL,2002,Whole Year ,Coconut ,21426,76744
Karnataka,BANGALORE RURAL,2003,Whole Year ,Coconut ,20131,72106
Karnataka,BANGALORE RURAL,2004,Whole Year ,Coconut ,19789,715966.02
Karnataka,BANGALORE RURAL,2005,Whole Year ,Coconut ,19251,68954
Karnataka,BANGALORE RURAL,2006,Whole Year ,Coconut ,19357,69333
Karnataka,BANGALORE RURAL,2007,Whole Year ,Coconut ,3965,20188
Karnataka,BANGALORE RURAL,2008,Whole Year ,Coconut ,4027,27588
Karnataka,BANGALORE RURAL,2009,Whole Year ,Coconut ,4504,32024
Karnataka,BANGALORE RURAL,2010,Whole Year ,Coconut ,4503,43046
Karnataka,BANGALORE RURAL,2011,Whole Year ,Coconut ,4039,40154
Karnataka,BANGALORE RURAL,2012,Whole Year ,Coconut ,3448,33947
Karnataka,BANGALORE RURAL,2013,Whole Year ,Coconut ,2782,22072
Karnataka,BANGALORE RURAL,2014,Whole Year ,Coconut ,2255,20123
Karnataka,BELGAUM,1998,Whole Year ,Coconut ,207,890
Karnataka,BELGAUM,1999,Whole Year ,Coconut ,252,1087
Karnataka,BELGAUM,2000,Whole Year ,Coconut ,183,789
Karnataka,BELGAUM,2001,Whole Year ,Coconut ,200,861
Karnataka,BELGAUM,2002,Whole Year ,Coconut ,216,930
Karnataka,BELGAUM,2003,Whole Year ,Coconut ,584,2516
Karnataka,BELGAUM,2004,Whole Year ,Coconut ,599,26062.49
Karnataka,BELGAUM,2005,Whole Year ,Coconut ,611,2632
Karnataka,BELGAUM,2006,Whole Year ,Coconut ,632,2722
Karnataka,BELGAUM,2007,Whole Year ,Coconut ,318,1619
Karnataka,BELGAUM,2008,Whole Year ,Coconut ,323,2213
Karnataka,BELGAUM,2009,Whole Year ,Coconut ,344,2446
Karnataka,BELGAUM,2010,Whole Year ,Coconut ,336,3212
Karnataka,BELGAUM,2011,Whole Year ,Coconut ,307,3052
Karnataka,BELGAUM,2012,Whole Year ,Coconut ,132,1300
Karnataka,BELGAUM,2013,Whole Year ,Coconut ,106,841
Karnataka,BELGAUM,2014,Whole Year ,Coconut ,131,1169
Karnataka,BELLARY,1998,Whole Year ,Coconut ,1174,5606
Karnataka,BELLARY,1999,Whole Year ,Coconut ,1173,5601
Karnataka,BELLARY,2000,Whole Year ,Coconut ,1267,6050
Karnataka,BELLARY,2001,Whole Year ,Coconut ,1264,6035
Karnataka,BELLARY,2002,Whole Year ,Coconut ,1565,7473
Karnataka,BELLARY,2003,Whole Year ,Coconut ,1312,6264
Karnataka,BELLARY,2004,Whole Year ,Coconut ,1259,60721.57
Karnataka,BELLARY,2005,Whole Year ,Coconut ,1140,5443
Karnataka,BELLARY,2006,Whole Year ,Coconut ,1251,5973
Karnataka,BELLARY,2007,Whole Year ,Coconut ,1310,6670
Karnataka,BELLARY,2008,Whole Year ,Coconut ,1080,7399
Karnataka,BELLARY,2009,Whole Year ,Coconut ,1039,7387
Karnataka,BELLARY,2010,Whole Year ,Coconut ,1014,9693
Karnataka,BELLARY,2011,Whole Year ,Coconut ,910,9047
Karnataka,BELLARY,2012,Whole Year ,Coconut ,702,6912
Karnataka,BELLARY,2013,Whole Year ,Coconut ,2901,23016
Karnataka,BELLARY,2014,Whole Year ,Coconut ,555,4953
Karnataka,BENGALURU URBAN,1998,Whole Year ,Coconut ,3347,15984
Karnataka,BENGALURU URBAN,1999,Whole Year ,Coconut ,4383,20932
Karnataka,BENGALURU URBAN,2000,Whole Year ,Coconut ,2959,13604
Karnataka,BENGALURU URBAN,2001,Whole Year ,Coconut ,1959,7017
Karnataka,BENGALURU URBAN,2002,Whole Year ,Coconut ,2008,7192
Karnataka,BENGALURU URBAN,2003,Whole Year ,Coconut ,2565,9187
Karnataka,BENGALURU URBAN,2004,Whole Year ,Coconut ,2498,90377.64
Karnataka,BENGALURU URBAN,2005,Whole Year ,Coconut ,2871,10283
Karnataka,BENGALURU URBAN,2006,Whole Year ,Coconut ,2385,8543
Karnataka,BENGALURU URBAN,2007,Whole Year ,Coconut ,2310,11762
Karnataka,BENGALURU URBAN,2008,Whole Year ,Coconut ,2313,15846
Karnataka,BENGALURU URBAN,2009,Whole Year ,Coconut ,2565,18238
Karnataka,BENGALURU URBAN,2010,Whole Year ,Coconut ,2311,22092
Karnataka,BENGALURU URBAN,2011,Whole Year ,Coconut ,2264,22508
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coconut ,2312,22763
Karnataka,BENGALURU URBAN,2013,Whole Year ,Coconut ,2116,16788
Karnataka,BENGALURU URBAN,2014,Whole Year ,Coconut ,1281,11431
Karnataka,BIDAR,1998,Whole Year ,Coconut ,2,10
Karnataka,BIDAR,1999,Whole Year ,Coconut ,3,14
Karnataka,BIDAR,2000,Whole Year ,Coconut ,3,14
Karnataka,BIDAR,2001,Whole Year ,Coconut ,27,129
Karnataka,BIDAR,2002,Whole Year ,Coconut ,23,110
Karnataka,BIDAR,2003,Whole Year ,Coconut ,23,110
Karnataka,BIDAR,2004,Whole Year ,Coconut ,24,1158.96
Karnataka,BIDAR,2005,Whole Year ,Coconut ,25,120
Karnataka,BIDAR,2006,Whole Year ,Coconut ,26,124
Karnataka,BIDAR,2007,Whole Year ,Coconut ,23,117
Karnataka,BIDAR,2008,Whole Year ,Coconut ,24,164
Karnataka,BIDAR,2009,Whole Year ,Coconut ,19,135
Karnataka,BIDAR,2010,Whole Year ,Coconut ,20,191
Karnataka,BIDAR,2011,Whole Year ,Coconut ,20,199
Karnataka,BIDAR,2012,Whole Year ,Coconut ,21,207
Karnataka,BIDAR,2013,Whole Year ,Coconut ,29,230
Karnataka,BIDAR,2014,Whole Year ,Coconut ,19,170
Karnataka,BIJAPUR,1998,Whole Year ,Coconut ,150,717
Karnataka,BIJAPUR,1999,Whole Year ,Coconut ,162,774
Karnataka,BIJAPUR,2000,Whole Year ,Coconut ,158,755
Karnataka,BIJAPUR,2001,Whole Year ,Coconut ,413,1973
Karnataka,BIJAPUR,2002,Whole Year ,Coconut ,175,836
Karnataka,BIJAPUR,2003,Whole Year ,Coconut ,206,984
Karnataka,BIJAPUR,2004,Whole Year ,Coconut ,178,8590.28
Karnataka,BIJAPUR,2005,Whole Year ,Coconut ,178,850
Karnataka,BIJAPUR,2006,Whole Year ,Coconut ,189,903
Karnataka,BIJAPUR,2007,Whole Year ,Coconut ,192,978
Karnataka,BIJAPUR,2008,Whole Year ,Coconut ,213,1459
Karnataka,BIJAPUR,2009,Whole Year ,Coconut ,268,1906
Karnataka,BIJAPUR,2010,Whole Year ,Coconut ,281,2686
Karnataka,BIJAPUR,2011,Whole Year ,Coconut ,288,2863
Karnataka,BIJAPUR,2012,Whole Year ,Coconut ,284,2796
Karnataka,BIJAPUR,2013,Whole Year ,Coconut ,293,2325
Karnataka,BIJAPUR,2014,Whole Year ,Coconut ,296,2641
Karnataka,CHAMARAJANAGAR,1998,Whole Year ,Coconut ,7019,24995
Karnataka,CHAMARAJANAGAR,1999,Whole Year ,Coconut ,7047,25095
Karnataka,CHAMARAJANAGAR,2000,Whole Year ,Coconut ,7351,26177
Karnataka,CHAMARAJANAGAR,2001,Whole Year ,Coconut ,7369,19683
Karnataka,CHAMARAJANAGAR,2002,Whole Year ,Coconut ,7599,20297
Karnataka,CHAMARAJANAGAR,2003,Whole Year ,Coconut ,7613,20334
Karnataka,CHAMARAJANAGAR,2004,Whole Year ,Coconut ,12161,328103.78
Karnataka,CHAMARAJANAGAR,2005,Whole Year ,Coconut ,12192,32565
Karnataka,CHAMARAJANAGAR,2006,Whole Year ,Coconut ,11257,30068
Karnataka,CHAMARAJANAGAR,2007,Whole Year ,Coconut ,11361,57665
Karnataka,CHAMARAJANAGAR,2008,Whole Year ,Coconut ,11360,67242
Karnataka,CHAMARAJANAGAR,2009,Whole Year ,Coconut ,11365,80807
Karnataka,CHAMARAJANAGAR,2010,Whole Year ,Coconut ,11377,108409
Karnataka,CHAMARAJANAGAR,2011,Whole Year ,Coconut ,11381,89180
Karnataka,CHAMARAJANAGAR,2012,Whole Year ,Coconut ,11381,89180
Karnataka,CHAMARAJANAGAR,2013,Whole Year ,Coconut ,9299,58513
Karnataka,CHAMARAJANAGAR,2014,Whole Year ,Coconut ,9122,81403
Karnataka,CHIKBALLAPUR,2007,Whole Year ,Coconut ,630,3208
Karnataka,CHIKBALLAPUR,2008,Whole Year ,Coconut ,699,4789
Karnataka,CHIKBALLAPUR,2009,Whole Year ,Coconut ,821,5837
Karnataka,CHIKBALLAPUR,2010,Whole Year ,Coconut ,1203,11500
Karnataka,CHIKBALLAPUR,2011,Whole Year ,Coconut ,3192,31734
Karnataka,CHIKBALLAPUR,2012,Whole Year ,Coconut ,3091,30433
Karnataka,CHIKBALLAPUR,2013,Whole Year ,Coconut ,3091,24524
Karnataka,CHIKBALLAPUR,2014,Whole Year ,Coconut ,2087,18624
Karnataka,CHIKMAGALUR,1998,Whole Year ,Coconut ,30041,75720
Karnataka,CHIKMAGALUR,1999,Whole Year ,Coconut ,30161,76022
Karnataka,CHIKMAGALUR,2000,Whole Year ,Coconut ,30161,76022
Karnataka,CHIKMAGALUR,2001,Whole Year ,Coconut ,31070,58750
Karnataka,CHIKMAGALUR,2002,Whole Year ,Coconut ,31117,58833
Karnataka,CHIKMAGALUR,2003,Whole Year ,Coconut ,31177,58953
Karnataka,CHIKMAGALUR,2004,Whole Year ,Coconut ,31122,594430.2
Karnataka,CHIKMAGALUR,2005,Whole Year ,Coconut ,37769,71417
Karnataka,CHIKMAGALUR,2006,Whole Year ,Coconut ,37921,71705
Karnataka,CHIKMAGALUR,2007,Whole Year ,Coconut ,37963,140787
Karnataka,CHIKMAGALUR,2008,Whole Year ,Coconut ,37990,184478
Karnataka,CHIKMAGALUR,2009,Whole Year ,Coconut ,37996,203239
Karnataka,CHIKMAGALUR,2010,Whole Year ,Coconut ,38091,211177
Karnataka,CHIKMAGALUR,2011,Whole Year ,Coconut ,38113,207827
Karnataka,CHIKMAGALUR,2012,Whole Year ,Coconut ,42261,230446
Karnataka,CHIKMAGALUR,2013,Whole Year ,Coconut ,41229,239553
Karnataka,CHIKMAGALUR,2014,Whole Year ,Coconut ,41329,238089
Karnataka,CHITRADURGA,1998,Whole Year ,Coconut ,36609,214268
Karnataka,CHITRADURGA,1999,Whole Year ,Coconut ,37205,217756
Karnataka,CHITRADURGA,2000,Whole Year ,Coconut ,38162,223358
Karnataka,CHITRADURGA,2001,Whole Year ,Coconut ,39311,172562
Karnataka,CHITRADURGA,2002,Whole Year ,Coconut ,39618,173910
Karnataka,CHITRADURGA,2003,Whole Year ,Coconut ,43254,189870
Karnataka,CHITRADURGA,2004,Whole Year ,Coconut ,43354,1922316.36
Karnataka,CHITRADURGA,2005,Whole Year ,Coconut ,40668,178519
Karnataka,CHITRADURGA,2006,Whole Year ,Coconut ,41821,183580
Karnataka,CHITRADURGA,2007,Whole Year ,Coconut ,42519,216488
Karnataka,CHITRADURGA,2008,Whole Year ,Coconut ,42563,291591
Karnataka,CHITRADURGA,2009,Whole Year ,Coconut ,42388,295008
Karnataka,CHITRADURGA,2010,Whole Year ,Coconut ,42299,583165
Karnataka,CHITRADURGA,2011,Whole Year ,Coconut ,42531,571248
Karnataka,CHITRADURGA,2012,Whole Year ,Coconut ,42526,571181
Karnataka,CHITRADURGA,2013,Whole Year ,Coconut ,38301,504271
Karnataka,CHITRADURGA,2014,Whole Year ,Coconut ,38729,297915
Karnataka,DAKSHIN KANNAD,1998,Whole Year ,Coconut ,12827,54757
Karnataka,DAKSHIN KANNAD,1999,Whole Year ,Coconut ,13959,59589
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Coconut ,14832,63316
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Coconut ,15437,65899
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Coconut ,15608,66629
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Coconut ,15652,66817
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Coconut ,15684,676294.08
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Coconut ,15773,67333
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Coconut ,16094,68703
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Coconut ,16122,82086
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Coconut ,16106,133427
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Coconut ,16096,114445
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Coconut ,16023,214956
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Coconut ,16077,215649
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Coconut ,16163,216803
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Coconut ,16296,219877
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Coconut ,18407,282127
Karnataka,DAVANGERE,1998,Whole Year ,Coconut ,12423,72710
Karnataka,DAVANGERE,1999,Whole Year ,Coconut ,13044,76345
Karnataka,DAVANGERE,2000,Whole Year ,Coconut ,12343,72242
Karnataka,DAVANGERE,2001,Whole Year ,Coconut ,13116,57575
Karnataka,DAVANGERE,2002,Whole Year ,Coconut ,13257,58194
Karnataka,DAVANGERE,2003,Whole Year ,Coconut ,13051,57289
Karnataka,DAVANGERE,2004,Whole Year ,Coconut ,11978,531104.52
Karnataka,DAVANGERE,2005,Whole Year ,Coconut ,12138,53282
Karnataka,DAVANGERE,2006,Whole Year ,Coconut ,11469,50345
Karnataka,DAVANGERE,2007,Whole Year ,Coconut ,12176,61995
Karnataka,DAVANGERE,2008,Whole Year ,Coconut ,12030,82415
Karnataka,DAVANGERE,2009,Whole Year ,Coconut ,12101,99410
Karnataka,DAVANGERE,2010,Whole Year ,Coconut ,11377,92449
Karnataka,DAVANGERE,2011,Whole Year ,Coconut ,11710,116416
Karnataka,DAVANGERE,2012,Whole Year ,Coconut ,11829,116463
Karnataka,DAVANGERE,2013,Whole Year ,Coconut ,11022,61815
Karnataka,DAVANGERE,2014,Whole Year ,Coconut ,11863,164139
Karnataka,DHARWAD,1998,Whole Year ,Coconut ,348,1662
Karnataka,DHARWAD,1999,Whole Year ,Coconut ,375,1791
Karnataka,DHARWAD,2000,Whole Year ,Coconut ,394,1881
Karnataka,DHARWAD,2001,Whole Year ,Coconut ,415,1982
Karnataka,DHARWAD,2002,Whole Year ,Coconut ,418,1996
Karnataka,DHARWAD,2003,Whole Year ,Coconut ,437,2087
Karnataka,DHARWAD,2004,Whole Year ,Coconut ,431,20787.13
Karnataka,DHARWAD,2005,Whole Year ,Coconut ,402,1919
Karnataka,DHARWAD,2006,Whole Year ,Coconut ,445,2125
Karnataka,DHARWAD,2007,Whole Year ,Coconut ,450,2291
Karnataka,DHARWAD,2008,Whole Year ,Coconut ,442,3028
Karnataka,DHARWAD,2009,Whole Year ,Coconut ,472,3356
Karnataka,DHARWAD,2010,Whole Year ,Coconut ,509,4866
Karnataka,DHARWAD,2011,Whole Year ,Coconut ,511,5080
Karnataka,DHARWAD,2012,Whole Year ,Coconut ,451,4440
Karnataka,DHARWAD,2013,Whole Year ,Coconut ,435,3451
Karnataka,DHARWAD,2014,Whole Year ,Coconut ,318,2838
Karnataka,GADAG,1998,Whole Year ,Coconut ,350,1671
Karnataka,GADAG,1999,Whole Year ,Coconut ,365,1743
Karnataka,GADAG,2000,Whole Year ,Coconut ,373,1781
Karnataka,GADAG,2001,Whole Year ,Coconut ,391,1867
Karnataka,GADAG,2002,Whole Year ,Coconut ,419,2001
Karnataka,GADAG,2003,Whole Year ,Coconut ,522,2492
Karnataka,GADAG,2004,Whole Year ,Coconut ,622,29999.06
Karnataka,GADAG,2005,Whole Year ,Coconut ,579,2765
Karnataka,GADAG,2006,Whole Year ,Coconut ,592,2827
Karnataka,GADAG,2007,Whole Year ,Coconut ,612,3116
Karnataka,GADAG,2008,Whole Year ,Coconut ,638,3187
Karnataka,GADAG,2009,Whole Year ,Coconut ,664,4721
Karnataka,GADAG,2010,Whole Year ,Coconut ,696,6653
Karnataka,GADAG,2011,Whole Year ,Coconut ,461,4583
Karnataka,GADAG,2012,Whole Year ,Coconut ,192,1890
Karnataka,GADAG,2013,Whole Year ,Coconut ,286,2269
Karnataka,GADAG,2014,Whole Year ,Coconut ,184,1642
Karnataka,GULBARGA,1998,Whole Year ,Coconut ,748,3763
Karnataka,GULBARGA,1999,Whole Year ,Coconut ,780,3924
Karnataka,GULBARGA,2000,Whole Year ,Coconut ,794,3995
Karnataka,GULBARGA,2001,Whole Year ,Coconut ,866,4357
Karnataka,GULBARGA,2002,Whole Year ,Coconut ,872,4387
Karnataka,GULBARGA,2003,Whole Year ,Coconut ,757,3809
Karnataka,GULBARGA,2004,Whole Year ,Coconut ,734,37301.88
Karnataka,GULBARGA,2005,Whole Year ,Coconut ,645,3245
Karnataka,GULBARGA,2006,Whole Year ,Coconut ,598,3009
Karnataka,GULBARGA,2007,Whole Year ,Coconut ,567,2887
Karnataka,GULBARGA,2008,Whole Year ,Coconut ,513,3514
Karnataka,GULBARGA,2009,Whole Year ,Coconut ,479,3406
Karnataka,GULBARGA,2010,Whole Year ,Coconut ,238,2275
Karnataka,GULBARGA,2011,Whole Year ,Coconut ,242,2406
Karnataka,GULBARGA,2012,Whole Year ,Coconut ,181,1782
Karnataka,GULBARGA,2013,Whole Year ,Coconut ,119,944
Karnataka,GULBARGA,2014,Whole Year ,Coconut ,192,1713
Karnataka,HASSAN,1998,Whole Year ,Coconut ,48845,270410
Karnataka,HASSAN,1999,Whole Year ,Coconut ,48984,271179
Karnataka,HASSAN,2000,Whole Year ,Coconut ,49079,271705
Karnataka,HASSAN,2001,Whole Year ,Coconut ,55056,228596
Karnataka,HASSAN,2002,Whole Year ,Coconut ,57885,240342
Karnataka,HASSAN,2003,Whole Year ,Coconut ,60075,249435
Karnataka,HASSAN,2004,Whole Year ,Coconut ,61098,2562450.12
Karnataka,HASSAN,2005,Whole Year ,Coconut ,61775,256494
Karnataka,HASSAN,2006,Whole Year ,Coconut ,61788,256547
Karnataka,HASSAN,2007,Whole Year ,Coconut ,61805,296879
Karnataka,HASSAN,2008,Whole Year ,Coconut ,61880,347167
Karnataka,HASSAN,2009,Whole Year ,Coconut ,62256,442651
Karnataka,HASSAN,2010,Whole Year ,Coconut ,62390,404012
Karnataka,HASSAN,2011,Whole Year ,Coconut ,62575,622094
Karnataka,HASSAN,2012,Whole Year ,Coconut ,63056,620821
Karnataka,HASSAN,2013,Whole Year ,Coconut ,61138,319823
Karnataka,HASSAN,2014,Whole Year ,Coconut ,61019,382629
Karnataka,HAVERI,1998,Whole Year ,Coconut ,738,3524
Karnataka,HAVERI,1999,Whole Year ,Coconut ,771,3681
Karnataka,HAVERI,2000,Whole Year ,Coconut ,660,3151
Karnataka,HAVERI,2001,Whole Year ,Coconut ,1297,6193
Karnataka,HAVERI,2002,Whole Year ,Coconut ,1852,8843
Karnataka,HAVERI,2003,Whole Year ,Coconut ,1229,5868
Karnataka,HAVERI,2004,Whole Year ,Coconut ,1147,55319.81
Karnataka,HAVERI,2005,Whole Year ,Coconut ,974,4651
Karnataka,HAVERI,2006,Whole Year ,Coconut ,1058,5052
Karnataka,HAVERI,2007,Whole Year ,Coconut ,1123,5718
Karnataka,HAVERI,2008,Whole Year ,Coconut ,1148,5957
Karnataka,HAVERI,2009,Whole Year ,Coconut ,1243,5598
Karnataka,HAVERI,2010,Whole Year ,Coconut ,1287,12303
Karnataka,HAVERI,2011,Whole Year ,Coconut ,1290,12825
Karnataka,HAVERI,2012,Whole Year ,Coconut ,1394,13725
Karnataka,HAVERI,2013,Whole Year ,Coconut ,1395,11068
Karnataka,HAVERI,2014,Whole Year ,Coconut ,1360,12136
Karnataka,KODAGU,1998,Whole Year ,Coconut ,776,3708
Karnataka,KODAGU,1999,Whole Year ,Coconut ,1038,4959
Karnataka,KODAGU,2000,Whole Year ,Coconut ,1055,5041
Karnataka,KODAGU,2001,Whole Year ,Coconut ,1338,6393
Karnataka,KODAGU,2002,Whole Year ,Coconut ,1285,6139
Karnataka,KODAGU,2003,Whole Year ,Coconut ,1292,6173
Karnataka,KODAGU,2004,Whole Year ,Coconut ,1331,64234.06
Karnataka,KODAGU,2005,Whole Year ,Coconut ,1386,6622
Karnataka,KODAGU,2006,Whole Year ,Coconut ,2076,9919
Karnataka,KODAGU,2007,Whole Year ,Coconut ,1872,9531
Karnataka,KODAGU,2008,Whole Year ,Coconut ,1879,12873
Karnataka,KODAGU,2009,Whole Year ,Coconut ,1750,12443
Karnataka,KODAGU,2010,Whole Year ,Coconut ,1544,14760
Karnataka,KODAGU,2011,Whole Year ,Coconut ,1617,16076
Karnataka,KODAGU,2012,Whole Year ,Coconut ,1602,15773
Karnataka,KODAGU,2013,Whole Year ,Coconut ,1605,12734
Karnataka,KODAGU,2014,Whole Year ,Coconut ,1586,14153
Karnataka,KOLAR,1998,Whole Year ,Coconut ,2101,10030
Karnataka,KOLAR,1999,Whole Year ,Coconut ,2101,10030
Karnataka,KOLAR,2000,Whole Year ,Coconut ,2101,10030
Karnataka,KOLAR,2001,Whole Year ,Coconut ,2101,7523
Karnataka,KOLAR,2002,Whole Year ,Coconut ,2101,7523
Karnataka,KOLAR,2003,Whole Year ,Coconut ,2101,7523
Karnataka,KOLAR,2004,Whole Year ,Coconut ,2101,75993.17
Karnataka,KOLAR,2005,Whole Year ,Coconut ,2101,7523
Karnataka,KOLAR,2006,Whole Year ,Coconut ,2101,7523
Karnataka,KOLAR,2007,Whole Year ,Coconut ,1471,7490
Karnataka,KOLAR,2008,Whole Year ,Coconut ,1471,10078
Karnataka,KOLAR,2009,Whole Year ,Coconut ,1471,10459
Karnataka,KOLAR,2010,Whole Year ,Coconut ,2805,26814
Karnataka,KOLAR,2011,Whole Year ,Coconut ,2805,27886
Karnataka,KOLAR,2012,Whole Year ,Coconut ,2805,27617
Karnataka,KOLAR,2013,Whole Year ,Coconut ,2805,22254
Karnataka,KOLAR,2014,Whole Year ,Coconut ,2566,22899
Karnataka,KOPPAL,1998,Whole Year ,Coconut ,254,1211
Karnataka,KOPPAL,1999,Whole Year ,Coconut ,623,2971
Karnataka,KOPPAL,2000,Whole Year ,Coconut ,672,3205
Karnataka,KOPPAL,2001,Whole Year ,Coconut ,1098,5236
Karnataka,KOPPAL,2002,Whole Year ,Coconut ,492,2346
Karnataka,KOPPAL,2003,Whole Year ,Coconut ,204,973
Karnataka,KOPPAL,2004,Whole Year ,Coconut ,344,16570.48
Karnataka,KOPPAL,2005,Whole Year ,Coconut ,980,4673
Karnataka,KOPPAL,2006,Whole Year ,Coconut ,628,2995
Karnataka,KOPPAL,2007,Whole Year ,Coconut ,585,2979
Karnataka,KOPPAL,2008,Whole Year ,Coconut ,595,4076
Karnataka,KOPPAL,2009,Whole Year ,Coconut ,618,4394
Karnataka,KOPPAL,2010,Whole Year ,Coconut ,629,6013
Karnataka,KOPPAL,2011,Whole Year ,Coconut ,652,6482
Karnataka,KOPPAL,2012,Whole Year ,Coconut ,652,6419
Karnataka,KOPPAL,2013,Whole Year ,Coconut ,696,5522
Karnataka,KOPPAL,2014,Whole Year ,Coconut ,812,7246
Karnataka,MANDYA,1998,Whole Year ,Coconut ,16761,80063
Karnataka,MANDYA,1999,Whole Year ,Coconut ,16956,80995
Karnataka,MANDYA,2000,Whole Year ,Coconut ,17047,81429
Karnataka,MANDYA,2001,Whole Year ,Coconut ,17047,61076
Karnataka,MANDYA,2002,Whole Year ,Coconut ,17882,64068
Karnataka,MANDYA,2003,Whole Year ,Coconut ,17985,64437
Karnataka,MANDYA,2004,Whole Year ,Coconut ,18165,657391.35
Karnataka,MANDYA,2005,Whole Year ,Coconut ,19112,68475
Karnataka,MANDYA,2006,Whole Year ,Coconut ,18297,65555
Karnataka,MANDYA,2007,Whole Year ,Coconut ,17905,113446
Karnataka,MANDYA,2008,Whole Year ,Coconut ,22940,145348
Karnataka,MANDYA,2009,Whole Year ,Coconut ,25410,255056
Karnataka,MANDYA,2010,Whole Year ,Coconut ,26335,328112
Karnataka,MANDYA,2011,Whole Year ,Coconut ,26727,345458
Karnataka,MANDYA,2012,Whole Year ,Coconut ,21418,276837
Karnataka,MANDYA,2013,Whole Year ,Coconut ,20872,149354
Karnataka,MANDYA,2014,Whole Year ,Coconut ,27573,273682
Karnataka,MYSORE,1998,Whole Year ,Coconut ,11821,42095
Karnataka,MYSORE,1999,Whole Year ,Coconut ,11281,40172
Karnataka,MYSORE,2000,Whole Year ,Coconut ,12512,44556
Karnataka,MYSORE,2001,Whole Year ,Coconut ,18765,50122
Karnataka,MYSORE,2002,Whole Year ,Coconut ,19801,52889
Karnataka,MYSORE,2003,Whole Year ,Coconut ,18005,48092
Karnataka,MYSORE,2004,Whole Year ,Coconut ,19404,523519.92
Karnataka,MYSORE,2005,Whole Year ,Coconut ,13158,35145
Karnataka,MYSORE,2006,Whole Year ,Coconut ,18462,49312
Karnataka,MYSORE,2007,Whole Year ,Coconut ,22122,112636
Karnataka,MYSORE,2008,Whole Year ,Coconut ,21977,193857
Karnataka,MYSORE,2009,Whole Year ,Coconut ,22070,130899
Karnataka,MYSORE,2010,Whole Year ,Coconut ,26195,324630
Karnataka,MYSORE,2011,Whole Year ,Coconut ,26280,238760
Karnataka,MYSORE,2012,Whole Year ,Coconut ,21605,196286
Karnataka,MYSORE,2013,Whole Year ,Coconut ,22417,177853
Karnataka,MYSORE,2014,Whole Year ,Coconut ,22352,197674
Karnataka,RAICHUR,1998,Whole Year ,Coconut ,90,429
Karnataka,RAICHUR,1999,Whole Year ,Coconut ,178,849
Karnataka,RAICHUR,2000,Whole Year ,Coconut ,111,529
Karnataka,RAICHUR,2001,Whole Year ,Coconut ,208,992
Karnataka,RAICHUR,2002,Whole Year ,Coconut ,523,2494
Karnataka,RAICHUR,2003,Whole Year ,Coconut ,496,2365
Karnataka,RAICHUR,2004,Whole Year ,Coconut ,441,21242.97
Karnataka,RAICHUR,2005,Whole Year ,Coconut ,138,658
Karnataka,RAICHUR,2006,Whole Year ,Coconut ,158,753
Karnataka,RAICHUR,2007,Whole Year ,Coconut ,429,2184
Karnataka,RAICHUR,2008,Whole Year ,Coconut ,229,1569
Karnataka,RAICHUR,2009,Whole Year ,Coconut ,175,1244
Karnataka,RAICHUR,2010,Whole Year ,Coconut ,30,287
Karnataka,RAICHUR,2011,Whole Year ,Coconut ,27,268
Karnataka,RAICHUR,2012,Whole Year ,Coconut ,36,354
Karnataka,RAICHUR,2013,Whole Year ,Coconut ,63,500
Karnataka,RAICHUR,2014,Whole Year ,Coconut ,80,714
Karnataka,RAMANAGARA,2007,Whole Year ,Coconut ,13825,70391
Karnataka,RAMANAGARA,2008,Whole Year ,Coconut ,13861,92242
Karnataka,RAMANAGARA,2009,Whole Year ,Coconut ,14328,101875
Karnataka,RAMANAGARA,2010,Whole Year ,Coconut ,14982,143220
Karnataka,RAMANAGARA,2011,Whole Year ,Coconut ,14532,168554
Karnataka,RAMANAGARA,2012,Whole Year ,Coconut ,14014,162546
Karnataka,RAMANAGARA,2013,Whole Year ,Coconut ,13637,108194
Karnataka,RAMANAGARA,2014,Whole Year ,Coconut ,15056,167850
Karnataka,SHIMOGA,1998,Whole Year ,Coconut ,6638,23434
Karnataka,SHIMOGA,1999,Whole Year ,Coconut ,6759,23862
Karnataka,SHIMOGA,2000,Whole Year ,Coconut ,6938,24493
Karnataka,SHIMOGA,2001,Whole Year ,Coconut ,6925,18339
